Name,sub_title,tags,Category,url,files,UUiD,notes,time_stamp
American Nazi Party Rally Outside City Hall (1966) - Bay Area Television Archive,"KPIX News footage from 1966 featuring scenes from an American Nazi Party rally in downtown San Francisco. At one point a woman protester who is struggling with a policeman grabs a reporter's microphone and screams that: ""They killed 6 brothers and sisters! I was in Auschwitz! The Jewish bible says an eye for an eye ... They're murderers ... No, it's not right!"" Ends with an interview with Frank Quinn, Director of the San Francisco Human Rights Commission, who expresses his ""deep anger"" towards the rally but also concedes the American Nazi Party's right to express their political philosophy in public. Includes views of the Swastika symbol flying outside of San Francisco's City Hall, whilst a recording of the Star Spangled Banner is played. Opening graphic designed by Carrie Hawks.","George Lincoln Rockwell,NatSoc,History,American,Hitler,San Francisco,Europe",Red Pills,https://diva.sfsu.edu/collections/sfbatv/bundles/230817,Screenshot of diva.sfsu.edu on 2023-08-30 at 1.03.13 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/zmy5tPF0pt3R3gGpGDlz0g/USpT-UvmmUJI_KQbiLU8SLIzbbzMB7DJjpeUu6f1I5F0k-ZGhSlwOnCcqmh3XLdxaDAHwjFkuuvfzkOMIxVoblIBcuX7NfLgvJQj6GW8QFBHu-_OWGRd_mJy5xh7hw-70Ka05KeXb4BT54sfhv79_A/EqD9nc7TfVrH9A8e3FO4-qGz0M14_FOO6-ohJxtVDLw),rec8wTPMfCBEI9a2U,,8/30/2023
"21 questions regarding the holocaust : Free Download, Borrow, and Streaming : Internet Archive",21 questions regarding the holocaust,"Jews,Holohoax,WW2,Germany,Red Pills,False Flag,History",Red Pills,https://archive.org/details/149937634156,Social media image from archive.org on 2023-08-30 at 1.01.46 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/6RzcV4Ve_OktS5Pg4SBzCw/MVB5jwxTbcBGmQ6p5QaJ0enNvz2x7SRUJAd1lH9ArIDkLIZJYm0L5DX26PdOqUMqZ1NQmQEA_G05b07ESiTlZXI4ZtxXyS10OBBcJ3vL92R2J20A_pRMc517SxTRTBfg-N7F0QxveRlrNamPBonyZG3bKW09mSCGEuakVr5D1Vk/IQCKvdE3PhYCicxBZthVoi_Ig-zgYq7QfuDp3pxXWOY),recpjg4mz8ZKELV2C,,8/30/2023
Video surfaces of CDC official calling for WHITE GENOCIDE to eliminate all white vaccine refusers in America – NaturalNews.com,"An official who served on the CDC Advisory Committee on Immunization during the Obama administration has been captured on video calling for genocide against white people in America in order to eliminate those who resist vaccines. The video, shows below in today's Situation Update podcast, features Dr. Carol Baker offering her ""solution"" on camera:  So I have the solution. Every study published in the last five years, when you look at vaccine refusers… I’m not talking about… hesitance, most of them we can talk into coming to terms. But refusers. We’ll just get rid of all the whites in the United States… Guess who wants to get vaccinated the most? Immigrants.","Vax,Covid,Genocide,Population Control,False Flag",Red Pills,https://www.naturalnews.com/2023-01-31-video-surfaces-cdc-official-calling-for-white-genocide-eliminate-vaccine-refusers.html,Social media image from www.naturalnews.com on 2023-08-30 at 1.00.50 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/nbFJ9ejBh0U40oly7Vb9hQ/NhfAySsNXMRhiutjwJMLLyM8il08f9UZl0YZXCt7hCaJJTwrK8Tk15xG2OMPgdVJbpF1RjDu2ZljbwnlQPv4UTEr2-x2IYv1P1VlfctuNx7c4W2RVDQd4ff_SAYY_b1sKrnciKubRQ4O_iRwW7NckDNadnb3LgGvgkSs9or6FFw/ILk6t2Qo2gRRED6h4KOpC2zGQ4cwrE5EDZtJKhyKR7o),recjGrmrGCf9lKMdn,,8/30/2023
The Russian Church in Exile Strongly (and Rightly) Supported Hitler's Invasion of Russia - the Amazing Hidden History,"""Metropolitan Anastassy called Hitler the “leader of the global struggle for peace and justice.” Further, that Hitler “believes the Russian people, groaning under the yoke of slavery and waiting of their liberator, constantly waits for God to send a deliverer.”  ""Hitler approved the construction of a large Orthodox cathedral in Berlin specifically as a tribute to the Russian struggle for survival. It became the rallying point of the entire Orthodox world against Moscow and the tiny church that Stalin had created.""  ""Russians outside Russia saw the invasion of the USSR as a Godly movement, deeply imbued with the Holy Spirit. It was not merely the destruction of Stalin, but the victory of Hitler that these writers sought. ... Anastassy and the ROCOR did not just want to use Hitler, but saw him as a religious figure, an avenging angel.""  “And we pray for Adolf Hitler, Fuhrer of the German state and for the noble German army that liberated us from the yoke of the ungodly, let us pray to the lord.”  ""Today's Christian is the victim of an intense campaign of World War II mythology that borders on the pathologically obsessive.""","NatSoc,Russia,Russia Insider,Orthodox Christianity,Jews,Communism,Satanism,Marxism",Red Pills,https://russia-insider.com/en/christianity/russian-church-exile-strongly-and-rightly-supported-hitlers-invasion-russia-amazing,Social media image from russia-insider.com on 2023-08-30 at 12.57.57 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/JETzYpp-Tnon907GG-cW4w/GH8G0Qpg6EI6WX7LZGRaxUA9n4eFJovXgO1juQ29f6F_QmjphIBCHQbAByV45G5NkvCgILc5hPl1Q049aKqrJNHxKjFSbg_mZe0Oh9vCMTcLPost4-V99ASsO8hyT4eO4Frl2BHdRAdXcutE3ldcvVYvD8v7zpqSmj90Bf2itPg/QS2D1I5cMbqb5YTeE2_pSIoMkH_uae3Weib3xtivvkk),recjIM7ftTRzPO4bv,,8/30/2023
The INSANE world of National Socialism’s Aryan Religion - YouTube,"This history video discusses the origins of National Socialism, going back to prehistory to look at the Ancient Aryans (the Proto-Indo-Europeans), the rise of nationalism in Germany and Austria-Hungary, the views of numerous völkisch writers like Guido von List, Jörg Lanz von Liebenfels, and Hans Günther (the Race Pope). And we'll tie that all together by discussing how their beliefs in Hyperboreans, Atlantis, and Fohat played into Hitler's and Himmler's beliefs in race, Lebensraum (living space) and a supposed Aryan enclave in Tibet...","NatSoc,History,Hitler,Religion",Red Pills,https://www.youtube.com/watch?v=fGUq3V8kl30,Social media image from www.youtube.com on 2023-08-30 at 12.57.27 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/7iimKqNJzR05C5Xv3GBQsw/m5PQXMD5LY-zpjf4i-keRG45PoNqw8sjYgZk8As4_mi53zohVm51ZsoDHsfPathKTE3-ij0Gqd3H6H6m_m1r3EZQ90MhMdhSEJt96rtptVaB13t2uvZMBIJPJfjFt8YNl24JvIFYcrkWVoDxk9iRSi-j8LoP5chvipKHS2mzbcg/0iLbSBS1ATsgzcKwEPqs5_oZtRtLvNbj-BYsJEClGGU),reckDIOqWmV5QVQZW,,8/30/2023
Everything You Need To Know About the Nazi Anti-Immigrant Rally in San Francisco Monday : Indybay,"Identity Evropa a white nationalist group, is holding a rally in San Francisco tomorrow, most likely at City Hall. They haven't said the exact location yet, but will announce on a live stream at 3pm where they will be. Get ready!","George Lincoln Rockwell,NatSoc,History,American,Hitler,San Francisco,Europe",Red Pills,https://www.indybay.org/newsitems/2016/10/16/18792344.php,Social media image from www.indybay.org on 2023-08-30 at 12.57.08 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/6wHPqGvOFhSlHs6kr-TgkA/dotQcYgOijNM4fQCJ84lqZ54bdamPA3Bf7EYghMPNZplNbPr3vAciAcOSOSWwwQHPyDtFsTLGO4Wr841BINaLWqQuT22aiMISVzcUqv9hX9bsBhzQSGw1khMXCfeN0ofROLS2MCPN_waPLWOr5scQxFa_6sJzY5ibVJqssSsRds/LO2B0xHAtGlCH-wftp2t7FVEWUgNZFmUf5BXpQe9xYM),recSenyLrBsfWoZwn,,8/30/2023
The strange San Francisco mansion that was once a Nazi enclave,"2090 Jackson Street is not like other San Francisco mansions. For starters, it's big. With 30 rooms covering just under 20,000 square-feet of space, it's one of the biggest private residences in the city. It's also very old. Built in 1896 for a very rich man named William Franklin Whittier, the home survived the great earthquake and outdates any other building on the block. And perhaps most notably, during World War II, it was a Nazi enclave.","George Lincoln Rockwell,NatSoc,History,American,Hitler,San Francisco",Red Pills,https://www.sfgate.com/obscuresf/article/pacific-heights-sf-mansion-nazi-enclave-17180095.php,Screenshot of www.sfgate.com on 2023-08-30 at 12.56.48 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/XqqSb00yLx4DCmixIZ4joA/Eeg8r_LyjoxjeslPZ69hQoUTyFSL3plOaXMWpyy7yVE6CqyYqDZOU-XoBKBcYtoRCBFpV35FJ6SbaTOvGMsclo3ewauy2bCiDGfRL0DKcx21qjAgFX6HM8aQkG5vrhqLWd9frgEFR41i1WgmmSNN0g/cJitwnfn7mMO438TiUoysdvI-T_BxerRW_lMWb1Mdaw),recHTWvS6HQomu10a,,8/30/2023
The California Reich - Wikipedia,"The California Reich was a 1975 documentary film on a group of neo-Nazis in Los Angeles, San Francisco and Tracy, California, USA. They were members of the National Socialist White People's Party, another name for the American Nazi Party that was started by George Lincoln Rockwell. It was screened at the 1976 Cannes Film Festival, but wasn't entered into the main competition.[2] It was also nominated for the Academy Award for Best Documentary Feature.[3]","George Lincoln Rockwell,NatSoc,History,American,Hitler,San Francisco",Red Pills,https://en.wikipedia.org/wiki/The_California_Reich,Social media image from en.wikipedia.org on 2023-08-30 at 12.56.03 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/qQ285AeYksxAn8YTQC0hbQ/E0K4YZvKqVeVs5ZUqLlfFCSwkpMqJD_VGlDtSvnZSX3moxCj2uu3wZaP1njhosHpc56F6yS61BgfhQy-8hHo0x4VlTe_V1WhmMLKYiPEeH88g5Zvc1j75-xZo-7V2qRXoBxCB9ewE0LWo_QmySzf2g2ImBJJK1gtJ3VZrbKmGho/GpelrTyp7Do-2jkOT6PajUS2qnCIYT2MwZMU2DB3DiI),recYvbZgAI3A4b25m,,8/30/2023
George Rockwell on US Nazi Motorcycle Core in San Francisco (1966) - Bay Area Television Archive,"KPIX news footage from c1966 with reporter Rollin Post featuring a press conference by the American Nazi Party, which plans to set up the headquarters of its Motorcycle Core in San Francisco. Includes views of members posing in front of a Swastika flag and scenes of their founder George L. Rockwell (1918-1967) speaking. Rockwell predicts that their first unit will be operating out of San Francisco by the spring of 1967 and explains the purpose of the core is: ""To do everything possible to protect white people at any time when the police department may be overwhelmed."" He goes on to confirm they have had no formal contact with the Hells Angels Motorcycle Group as yet. California Neo-Nazi leader Alan Vincent can be seen sat immediately to the left of Rockwell at the press conference.","George Lincoln Rockwell,NatSoc,History,American,Hitler,San Francisco",Red Pills,https://diva.sfsu.edu/collections/sfbatv/bundles/189729,Screenshot of diva.sfsu.edu on 2023-08-30 at 12.55.38 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/RPWn-0Ms_mqjvt0PrSe4_Q/oNFT6nuiraxy8ppirc-SPTf3p8bc1y-5F7Rl919FXc2tk7E6YYgiSioQUFGjkv0-va-d134QOi5ksid44GV39tiMenUxoz-qKwY1F2McrU5aFkeQGGn-mXElnfajbWsZ2ipHb3TpnqyoppSC0sUShA/YURncBQpWXvJiRaHj2s5kj-1wYWa4ub-CVKXP0Jrklc),rechakT9vyF2IgIcp,,8/30/2023
American Nazis at UC Berkeley (c1966) - Bay Area Television Archive,"KTVU News footage from c1966 featuring scenes of Alan Vincent of the American Nazi Party speaking about National Socialism to a large crowd at UC Berkeley, many of whom are laughing. Also includes silent views of party members walking through downtown Berkeley, brandishing anti-communist placards. Opening graphic designed by Carrie Hawks.","George Lincoln Rockwell,NatSoc,History,American,Hitler,San Francisco",Red Pills,https://diva.sfsu.edu/collections/sfbatv/bundles/229170,Screenshot of diva.sfsu.edu on 2023-08-30 at 12.54.23 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/aRqKVJ-YWA6oiYfrabPCAg/hW1ZXlOLQSbtIX_k1vuoLC1B_yxxvJ7FQ31nVohHT7zCr04aHjTCXpVNIfo2-p_kv88uBhJjpTYOYpVtxItQRVC02BCJg4ERLdaFLjTsXZsthhYncxa8yUWq5UzWg-KqvVvSeA0hBOEpS7NsbYNQFA/1SccK05Vro214HrP-9fMK5T1ryU0DHMkN7x4DQshCV8),recRdWthx4mhvYrbi,,8/30/2023
Fight Club & Nietzsche: Overcoming Emasculation - YouTube,"Western civilization is in decline, because its men have been emasculated by existential nihilism. The film ""Fight Club"" (1999) presents a contemporary interpretation of Nietzschean' philosophy as a possible cure for this disease.","Masculinity,Emasculation,Feminism,Population Control,Hollywood,Nietzsche","Red Pills,Social Media",https://www.youtube.com/watch?v=NpxHFNvlUmU,Social media image from www.youtube.com on 2023-08-30 at 12.51.57 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/f70Jg4-JDa3HEZhTmgiiBg/WtxIYJSNPiT5FkwlZxB3wcSs2sv-Nk4UNOIfwSXMxEtNrNkKZHktjHqMSgN0JDHZ68fQcYG7DDPIWHtjReBLJtyg2PRd-G7civ3cmQJSrfeeAnThGVYRe7zuEp6A5ae2vEjld_DTduTRtIMUVh2xis6blMFp4M_-au_RzbHpHSE/fX3-AwgBbcOTJWcUTSZqvogiKjTU7dn-kzzkLWs25Jc),recJdkYvdpn7nCebx,,8/30/2023
Ted Kaczynski: The Psychology of Leftism - YouTube,"Ted Kaczynski did not only criticize industrial society, but also one of its major effects: Leftism. This video uses his analysis to deconstruct the psychology of contemporary leftism.","Ted Kazinski,Decentralization,Philosophy,History,Marxists,Socialists,Dystopian,New World Order","Red Pills,Society",https://www.youtube.com/watch?v=hZUlwB4DRwQ,Social media image from www.youtube.com on 2023-08-30 at 12.46.58 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/7BoquaNCxVuopdT2PN5uZw/2ZldkRw2W5kSsFa6oINzm_AepgohTFg-NBvYHUOU9g0ULKxVOmHvWZ7ocEk7pp5ldkQ3Zyynuqe4-l53iQjUlsVvML0zFuhvR3urgTEoeCK3jOzz_kFtAouc2bAOqpSsUCx4crNsXtghh4u4zeq5VMwWQIRCZUVLc-e4nPyg4WU/bBwX5ZSaHJGh9_9QByCoppmziV_oBIeKmWQaAC03kG4),recZrhMSceCD6qS7T,,8/30/2023
Ted Kaczynski: Technology and Human Freedom - YouTube,Ted Kaczynski argues that technological progress has severely restricted human freedom. How will this trend impact the future of industrial society and should we try to reverse this process?,"Ted Kazinski,Decentralization,Philosophy,History,Marxists,Socialists,Dystopian,New World Order","Red Pills,Society",https://www.youtube.com/watch?v=3Ge4I1isDsA&t=836s,Social media image from www.youtube.com on 2023-08-30 at 12.46.13 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/sAF6-7RthZWCc50w5KRwgw/ZXOMHOZXLWW_ngrOVDekX3gqnGaqgDt_hGWtQyNqj1OR-nBgBtyg8HRpObKAMR47uPNzrrXLt2FGD5YyygMNWwe0Ji_gwxuiW4cWlsnQvSiaT7K_mAR425zdLmg8nJMU8t36WdG45Z0fMW0o7Kk6fzSAiW5zhExy8kz7p8x99P8/_tp-Pckd9zO98PbKjNr29ug-jcDgth9ZdbB2ynXl_n4),recrbnt5LONJxC3Nm,,8/30/2023
Bob - YouTube,Bob the Historian and Philosopher,"Germany,History,Hitler,War,WW2,NatSoc",Red Pills,https://www.youtube.com/@hiddentower/videos,Social media image from www.youtube.com on 2023-08-30 at 12.45.42 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/LJs4FKgghjTr4SV_phHeMw/fxkUhm1CtjzXZ-NM0xaL7EtZCQgXMM_rUUUeZJe8JN4TEwHrq9TsLREFlaL_LCEkw19G-gRTOWCba3hYOatzqbdK_Q4WWskiBmkD57VRjzjZyNvTiHBk2kR0zFvXr0lN7ZHJagZRm_e-Hdz7ZME7b0RZPfsdkVX-QQnfXMRl6TY/3_63C1KgAoVbkNvIvhDzzz-JKWzRTmXyz9bef33ErXU),recDPr1M26gOJQOLZ,,8/30/2023
An Unexpected Partnership in WW2: Nazi Germany and the Republic of China | War History Online,"A quick first glance at these photos would have most military history enthusiasts fooled. You would be forgiven to assume that these are German-trained Imperial Japanese Army (IJA) personnel. But that could not be further from the truth – they are in fact Nazi-trained Chinese soldiers of the National Revolutionary Army (NRA), destined to fight Japanese invaders. The Wehrmacht officer is Chiang Wei-Kuo, adopted son of Chinese Generalissimo Chiang Kai-shek. Chiang Wei-Kuo commanded a German Panzer during Anschluss, earned a commission as a Wehrmacht lieutenant in anticipation of Fall Weiss, before being recalled back to China.","Taiwan,Republic of China,Communism,Germany,NatSoc",Red Pills,https://www.warhistoryonline.com/guest-bloggers/unexpected-partnership-germany-china.html?firefox=1,Social media image from www.warhistoryonline.com on 2023-08-30 at 12.43.32 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/x5KviB5gpDc-_6aEb8ApuQ/Hgw1SIpSLYlowvFbEIUqV4PbO8FR1hYrKByx7MPe-XE0AO46fbe4LzWap1cA3BLAuaQ5fdDPbxFDPBI4C7p7sPChBtf-wfV1FJUUOx4G40Rs44-pQJfwQmn_js_a7HsYdJLhnbBbxoCNvEi9FZreXew38_sQB3cwLCq6R35-4w4jjth81jOQ_Ii6G9DIVWoF/1bKmBfgVXEtmDS-pNydTsfDwxLvDtGd6tZZUnoUadVM),recntEfdBCLg7cTzk,,8/30/2023
On George Lincoln Rockwell | National Vanguard,I FIRST CONTACTED George Lincoln Rockwell (pictured) in 1964. At the time I was teaching physics at Oregon State University and I was beginning to wonder what in the world was going on as the turmoil and chaos known today as the “civil rights revolution” got underway.,"George Lincoln Rockwell,NatSoc,Nationalism,Communism,Jews","Red Pills,Society",https://nationalvanguard.org/2015/09/on-george-lincoln-rockwell/,Social media image from nationalvanguard.org on 2023-08-30 at 12.26.31 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/nbg3g1UwULDU5TpZAxD7ng/Q2wPyHiCVFi0m4n-CSw4ke3y2NFy1RY7aI7iWlseK2Rhm1aVW9-odYgVSPYxMOSc6IaPrg9IgOGdOt3u6AkAyqveDZ-F0dBP5vVtAfQREld4_cyOxBImZRm4_Z2gtLTUyazHHEofuUN1so2XKD8yLHZHzH15V0WMhNpsMJv24yY/m_mtCXghJ8If6cACdTzhINJ4-m0Yzb7SsmmV7NFa8Ks),recwBoagnxsxqaag3,,8/30/2023
"Fascism, Women, and Democracy | National Vanguard","Many British publications and institutions – including the National Archives, the British Library, and universities throughout the UK – are celebrating Women’s History Month.  But few are likely to mention the fact that Sir Oswald Mosley’s British Union of Fascists was supported by many of the women who had previously been active ‘suffragette’ campaigners.","Feminism,Fascism,Oswald Mosley,England,History,NatSoc","Red Pills,Society",https://nationalvanguard.org/2023/03/fascism-women-and-democracy/,Social media image from nationalvanguard.org on 2023-08-30 at 12.24.58 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/RvqqNijbGLobpJvVYr5-UQ/53EQo9E-74bw0NR0y690jTfSVCYoo0vTcUq1mKi4Co8S2KHIGm7Vfg2KAdwZ60EFNCfk2ypqz1KeL0u_2cAzxjU2vxEpWR1dCEhWipG5MaGu56Mprq7ZU9e-bR_Tny_t9PQ8clf3k1HqfzSU95h6Y0pEcApYBmKJCvekqO4m1CI/9KJuf5Te_r5F_FkbjWc4mFWxOLYGRUbIXEGml5Lhtgc),recUUVGf7Z75SeFzS,,8/30/2023
Dostoevsky on the Jews | National Vanguard,"As much as his people loved him, Dostoevsky in turn loved them — and despised their enemies and exploiters. Foremost among the latter were the Jews of Russia. In Dostoevsky’s time there were some three million of them, some descended from the Khazars, an Asiatic tribe of southern Russia which had converted to Judaism a millennium earlier, and some who had flocked into Russia from the West during the Middle Ages, when they were forcibly expelled from every country in western and central Europe.","Jews,Russia,Philosophy,Germany,History,Dostoevsky",Red Pills,https://nationalvanguard.org/2015/08/dostoevsky-on-the-jews-2/,Social media image from nationalvanguard.org on 2023-08-30 at 12.22.59 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/PWA_QiVVfQLzvpL9lTRyvw/b2wk_n7fWnHE18ZZlEfvRVtNYWTa30b1d2t9HJwweDU25g9EnraAZAdimOuAW2ZoDT2qMq07NB_gkT8A4fLzdDsFutILHfuTpbNAHGfXOQQyysSidQ4XfgCRkxO6HWmFFGcD8GhuWKGdm2BzlEgJq4glILKaGRSl-Rh4SX-RLdQ/sDPTenrktHJz0XmW8Y6MbpuosBVYKM3dhNnRilMPr2g),recjIwoiqW5K3Uzlg,,8/30/2023
"American Pravda: Oddities of the Jewish Religion, by Ron Unz - The Unz Review",The Surprising Elements of Talmudic Judaism,"Jews,Satanism,Talmud,Germany,Russia,Europe,History",Red Pills,https://www.unz.com/runz/american-pravda-oddities-of-the-jewish-religion/,Social media image from www.unz.com on 2023-08-30 at 12.21.30 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/wcEZq3ghke_1Ue7UPEK8Sw/FNOJbOARrZL-LCpxnCgHVGOwlkrisrN2rPDPk_opCjLF-_1JbtBpijWXXfKJVpKO4G14SGaA0H2Apy8seQBhWHme-0a7ypE8ipvCDa6IryJn6_iiV9zJ-ZQqlm_xE-IDGwXRg-ssKzd95lRKwcON6VTyHA8EG_ZicPndhDIf7YU/26rr5UshYw7UFUwJ4iNrJ04daJSFufcwYEh0QqWfi-k),recakNTChhNlgS0aL,,8/30/2023
Freespoke.com – Your new search engine.,Get the full story with Freespoke,"Liberty News,Search Engine,Censorship","Red Pills,Media",https://freespoke.com/,Social media image from freespoke.com on 2023-08-30 at 12.20.10 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/3V7eHvNI1JEEYJfNXGCpWA/bkCIsh4D0Q2XTuaRmMJttgmFXRDvmtqSECe_-sJlplN3_QiZ9GumkOKh9JfcvI-wmkJlxgfJ80K9G04ABmMCWtlTh6Z-nzbQ6DVH-IPqM2MC1t2Q8sU5hefbbmYboYxCBRaOP2RGaKn8HkjQ4EdpDq-wcLC9CBG4OFt_uA9SGq8/ETM84nw1VtpkiMP5R7UzbNgfKH_iEDmZt052Z5BkROI),recEqfMXk0tAPKDia,,8/30/2023
Brighteon,Support Your Freedom to Speak:,"Natural News,Mike Adams,Brighteon,Liberty News,Red Pills","Red Pills,Media",https://www.brighteon.com/,Image from www.brighteon.com on 2023-08-30 at 12.19.17 AM.svg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/FVm4arrBW_14AHq0MzFvGQ/1gkcOoWvNc5qrHjlPsnjz3ZVKcK1AkQiVTZPk3KP80XghCgIqBHSpc9rW1velDvQI8_SfdBKXjFYlyS3DODbaJc-S3og5FlYNBjFen-B4ZMFAWTss-Iw6u--IEEcRrHAzHppDURc5DqDuG-R8msN6A/1UzcCxnvit9J6KkGt1yDLpQR6BeIsU3S8cmBY9DE-OM),recDcRrpOv5FbfcOc,,8/30/2023
Ron Unz: Jewish Defector? | National Vanguard,"To put it bluntly, Jews have divine souls and goyim do not, being merely beasts in the shape of men. Indeed, the primary reason for the existence of non-Jews is to serve as the slaves of Jews, with some very high-ranking rabbis occasionally stating this well-known fact. In 2010, Israel’s top Sephardic rabbi used his weekly sermon to declare that the only reason for the existence of non-Jews is to serve Jews and do work for them. The enslavement or extermination of all non-Jews seems an ultimate implied goal of the religion.","Ron Unz,Unz Report,Jews,Communism",Red Pills,https://nationalvanguard.org/2018/12/ron-unz-jewish-defector/,Social media image from nationalvanguard.org on 2023-08-30 at 12.13.19 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/JpFgkDGCmnEE-Va3LWMlTw/BT6MZcw6bRo892bEzuscrmd6QmnbrOScW3hWjmMebA_GvboNtEhZSn-J5eYNAasfF5FfZHR2pug-K_wmrxz3gAiBDJ4tCSgJTbsDJ_7O0Id2ejlH5zPRVrIvF7gaAPUdiwj-UMCWH03ZOAE5mgAadKvGWMAIn9C2Wz5Etz0wPZQ/8P5vcyRdTFRhSpd28-83i_tbvUzoeTOgSQ8QnptMVC0),recpctCLbb7lIrD45,,8/30/2023
Cosmotheism | National Vanguard,Cosmotheism Essays,"Cosmotheism,Europe,Culture,Philosophy,Evolution,Natural Law,Society,Worldview,Religion",Red Pills,https://nationalvanguard.org/category/cosmotheism/,image.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/TKIYnCd0h5DofHdiws7JCg/aPmLsVG30v3V2iz-jTLWML438SMX8En821_UcE6XZdSSumQM77fqGrzRDZbAIqCwK9CKyGX0F0s_H4tXHNM8f2hnjYDeInFV7tAkCIT2WM0/IVj6rqPGXO3Jb5k0h8eZti9rmfLB412U4B35xTCFZZw),recBUmfHHUEatRkb4,,8/30/2023
The Cosmotheist Solution | National Vanguard,"A religion or ideology which does not understand and accept the biological reality of genetics and its impact on society, but which depends rather on superstition and fantasy, will never be able to make sense of life, will never be able to create an effective road map for the future for its adherents, and can never create a coherent path to fulfilling the Creator’s Purpose.","Cosmotheism,Europe,Culture,Philosophy,Evolution,Natural Law,Society,Worldview,Religion",Red Pills,https://nationalvanguard.org/2023/05/the-cosmotheist-solution/,Social media image from nationalvanguard.org on 2023-08-30 at 12.11.56 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/aQ9N1fB03S-TJMjmTGYa1g/tcN4Oe5pMDDJIs1IKSA49Ae3FeWPpQEq8r51XjTG045Xtsui2UidxSoAi4wnkjHxfiVbpFJRRQat43pUyZaiTFjeSGTOHWZ1fGS4ke-p76wNnPW06JTEzAD6muph3GBKeqoG1bfuN2UOusKWWptJcTXmvo-DaLyVmq7eytnIIDc/Q-bzpGGNSn8MSX-ApFuxT9sDked5UQE8JHeQEV8GV_w),rec7YsE9uC7wrEy6x,,8/30/2023
Cosmotheism: A Nietzschean Doctrine of Power | National Vanguard,"In terms of its metaphysics, Cosmotheism advances a materialistic, monistic view of life which recognizes both “unity and diversity in Nature, but never equality.”1 Those familiar with such matters will quickly notice here an intriguing contrast with most other Aryan religions, which tend towards metaphysical idealism.","Cosmotheism,Europe,Culture,Philosophy,Evolution,Natural Law,Society,Worldview,Religion,Nietzsche",Red Pills,https://nationalvanguard.org/2023/04/cosmotheism-a-nietzschean-doctrine-of-power/,Social media image from nationalvanguard.org on 2023-08-30 at 12.09.09 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/5r0r-crynX6ueKjJAb_bUg/zwjSfND1TrMaV7aj0VKlw-aWw563svmIYDa6N4XSAuOtSyIpvqgv6MUrDOEHbJqNpupIeXw10pXCaKQEZ8S3Mey311omB3fvoNGo586BkF_8Y5e8S7qk8OzAs0QmjvYOtI3QD530LZW0XL1lXjozp6b7BZMpCPj-_a1wJ-pKK0c/6TFGEXf6uSH5a5lcSgPsO8VTHaUuLNBByMwdpx9J58Y),recLnWAYprvcuwT83,,8/30/2023
The Unz Review • An Alternative Media Selection - The Unz Review,"A Collection of Interesting, Important, and Controversial Perspectives Largely Excluded from the American Mainstream Media","Ron Unz,Unz Report,History,Germany,Red Pill Warrior,Jews,Russia,Red Pills","Red Pills,Media",https://www.unz.com/,Social media image from www.unz.com on 2023-08-29 at 11.36.46 PM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/ZpPlgFAdDJJZ_BkCv-O-lA/WJXwSyYyS4OP1SBqeixckTguKheo1Jx88lg2uSRrqld00lTOIV-ahZnEOxnPE1Vf14txNzQ8ZmkIoTgfj3Eje51gKLdSUQg4N4NzQn1Yd0p3o52kLzfG9o6SpROARTdfIFSN0cxhcm_006_kcnXiLh756jGrEgFVDIPicQBZTWE/BAulFIdtl6_ZgJ1HfJj4SwGPXN2e49T4okY18rcLS50),recnXP07K2Snjzstu,,8/29/2023
